feature_name,category,total_count,event_count,non_event_count,event_rate,woe,is_rare_bucket,is_missing_bucket,encoded_feature_name
ServiceArea,LAXALA562,93,3,90,0.03225806451612903,-0.07970844852854775,False,False,ServiceArea_woe
ServiceArea,LAXALB626,71,2,69,0.028169014084507043,-0.00725931004246892,False,False,ServiceArea_woe
ServiceArea,LAXANA714,403,7,396,0.017369727047146403,0.6354776897935775,False,False,ServiceArea_woe
ServiceArea,LAXBEV310,109,1,108,0.009174311926605505,0.9489897341332897,False,False,ServiceArea_woe
ServiceArea,LAXBUR818,126,4,122,0.031746031746031744,-0.028261697530552625,False,False,ServiceArea_woe
ServiceArea,LAXCDG310,242,8,234,0.03305785123966942,-0.014905906348996826,False,False,ServiceArea_woe
ServiceArea,LAXCOR909,78,4,74,0.05128205128205128,-0.5255736021298203,False,False,ServiceArea_woe
ServiceArea,LAXCOV626,97,2,95,0.020618556701030927,0.31054018487346924,False,False,ServiceArea_woe
ServiceArea,LAXCUL310,56,3,53,0.05357142857142857,-0.6053766453324673,False,False,ServiceArea_woe
ServiceArea,LAXDOW562,183,0,183,0.0,2.57306651731551,False,False,ServiceArea_woe
ServiceArea,LAXIRV949,140,5,135,0.03571428571428571,-0.12807178265772995,False,False,ServiceArea_woe
ServiceArea,LAXLAG949,93,1,92,0.010752688172043012,0.7894482056711548,False,False,ServiceArea_woe
ServiceArea,LAXLAX213,164,9,155,0.054878048780487805,-0.5369413977262666,False,False,ServiceArea_woe
ServiceArea,LAXLAX323,111,2,109,0.018018018018018018,0.44733848664334014,False,False,ServiceArea_woe
ServiceArea,LAXMON323,164,7,157,0.042682926829268296,-0.28777289301563735,False,False,ServiceArea_woe
ServiceArea,LAXOAK805,39,1,38,0.02564102564102564,-0.08710219755348605,False,False,ServiceArea_woe
ServiceArea,LAXONT909,177,7,170,0.03954802259887006,-0.2084630545577536,False,False,ServiceArea_woe
ServiceArea,LAXPAS626,76,0,76,0.0,1.6981425906533751,False,False,ServiceArea_woe
ServiceArea,LAXRIV909,184,13,171,0.07065217391304347,-0.7904017495774494,False,False,ServiceArea_woe
ServiceArea,LAXSAN714,228,3,225,0.013157894736842105,0.833261859708305,False,False,ServiceArea_woe
ServiceArea,LAXSBN909,94,3,91,0.031914893617021274,-0.06871932695295256,False,False,ServiceArea_woe
ServiceArea,LAXSFN818,51,2,49,0.0392156862745098,-0.34661339303857075,False,False,ServiceArea_woe
ServiceArea,LAXSMN310,103,5,98,0.04854368932038835,-0.4469868747994423,False,False,ServiceArea_woe
ServiceArea,LAXVNY818,186,9,177,0.04838709677419355,-0.404616520430085,False,False,ServiceArea_woe
ServiceArea,LOUFRK502,31,0,31,0.0,0.8108393956524724,False,False,ServiceArea_woe
ServiceArea,LOULEX606,100,7,93,0.07,-0.8092369149866838,False,False,ServiceArea_woe
ServiceArea,LOULOU502,226,5,221,0.022123893805309734,0.36337916650770474,False,False,ServiceArea_woe
ServiceArea,LOUNAL812,58,2,56,0.034482758620689655,-0.21434542446082,False,False,ServiceArea_woe
ServiceArea,MIADEL561,137,5,132,0.0364963503649635,-0.15046077755120854,False,False,ServiceArea_woe
ServiceArea,MIADFD954,117,5,112,0.042735042735042736,-0.31409020133301063,False,False,ServiceArea_woe
ServiceArea,MIAFTL954,251,9,242,0.035856573705179286,-0.09258541896801759,False,False,ServiceArea_woe
ServiceArea,MIAFTM941,146,8,138,0.0547945205479452,-0.5414911686079378,False,False,ServiceArea_woe
ServiceArea,MIAHWD954,120,5,115,0.041666666666666664,-0.2877728930156372,False,False,ServiceArea_woe
ServiceArea,MIAMIA305,471,20,451,0.04246284501061571,-0.24014484402638273,False,False,ServiceArea_woe
ServiceArea,MIANAP941,72,2,70,0.027777777777777776,0.007026647205007849,False,False,ServiceArea_woe
ServiceArea,MIANDA305,223,12,211,0.053811659192825115,-0.503798976560983,False,False,ServiceArea_woe
ServiceArea,MIAPOR941,31,0,31,0.0,0.8108393956524724,False,False,ServiceArea_woe
ServiceArea,MIAPSL561,71,4,67,0.056338028169014086,-0.62424512963685,False,False,ServiceArea_woe
ServiceArea,MIAWPB561,156,8,148,0.05128205128205128,-0.47177653599257663,False,False,ServiceArea_woe
ServiceArea,MILMAD608,70,3,67,0.04285714285714286,-0.3729307013559439,False,False,ServiceArea_woe
ServiceArea,MILMIL414,357,12,345,0.03361344537815126,-0.013031331839591098,False,False,ServiceArea_woe
ServiceArea,MILWAU262,69,2,67,0.028985507246376812,-0.03645846473473106,False,False,ServiceArea_woe
ServiceArea,MINCOR763,31,0,31,0.0,0.8108393956524724,False,False,ServiceArea_woe
ServiceArea,MINMIN612,481,8,473,0.016632016632016633,0.6877904183908019,False,False,ServiceArea_woe
ServiceArea,MINSTP612,244,14,230,0.05737704918032787,-0.5661931177288857,False,False,ServiceArea_woe
ServiceArea,NCRCHA704,201,5,196,0.024875621890547265,0.24361900833183045,False,False,ServiceArea_woe
ServiceArea,NCRCRY919,77,1,76,0.012987012987012988,0.5995303019852656,False,False,ServiceArea_woe
ServiceArea,NCRDUR919,103,1,102,0.009708737864077669,0.8921023597312384,False,False,ServiceArea_woe
ServiceArea,NCRFAY910,132,8,124,0.06060606060606061,-0.6480557783305686,False,False,ServiceArea_woe
ServiceArea,NCRGRB757,117,5,112,0.042735042735042736,-0.31409020133301063,False,False,ServiceArea_woe
ServiceArea,NCRGRE336,113,5,108,0.04424778761061947,-0.3502932499969713,False,False,ServiceArea_woe
